4.104718942514318236e-01,1.068939968740642010e-01,4.736842105263157632e-01,7.368421052631578538e-01,2.466816661702707358e-02,5.698989898989899050e-01,3.080000000000000071e+00,1.000000000000000000e+01,2.595180979437602606e-02,4.488911992722874889e-01,5.251569909333364539e-01,7.469999999999999973e-01,1.000000000000000000e+00
3.949264814653855038e-01,1.105211721215245413e-01,4.799999999999999822e-01,8.399999999999999689e-01,6.768944061853301997e-02,5.298585858585858066e-01,3.819999999999999840e+00,1.000000000000000000e+01,2.078839400566336038e-01,6.725954526233578479e-01,1.195206073200084373e-01,7.630000000000000115e-01,1.000000000000000000e+00
3.712602993340060054e-01,1.165332095215167174e-01,3.750000000000000000e-01,8.750000000000000000e-01,9.701168364263587640e-03,6.789696969696970008e-01,3.479999999999999982e+00,1.000000000000000000e+01,1.493294828656896722e-01,2.240469343478223296e-01,6.266235827864878871e-01,6.580000000000000293e-01,1.000000000000000000e+00
4.258480626339644082e-01,8.776628311320711084e-02,5.294117647058823595e-01,6.470588235294117974e-01,3.481535059457058212e-03,5.434747474747474438e-01,3.520000000000000018e+00,1.000000000000000000e+01,3.250305033991117420e-02,3.297975838754907962e-01,6.376993657845979602e-01,7.810000000000000275e-01,1.000000000000000000e+00
3.877081709105937857e-01,1.126359394726786367e-01,5.217391304347825942e-01,7.391304347826086474e-01,1.405029117966642704e-02,5.366060606060606419e-01,3.540000000000000036e+00,1.000000000000000000e+01,1.208124944644972942e-01,5.950066114271040929e-01,2.841808941083986961e-01,7.960000000000000409e-01,1.000000000000000000e+00
3.619349012781034047e-01,1.375912923486936890e-01,4.827586206896551935e-01,8.965517241379310498e-01,6.035020562941724453e-02,5.842222222222221983e-01,3.299999999999999822e+00,1.000000000000000000e+01,4.124787184676808986e-03,9.480590407711415590e-01,4.781617204418157907e-02,6.850000000000000533e-01,1.000000000000000000e+00
3.846393129961980795e-01,1.160695947810605894e-01,4.000000000000000222e-01,8.000000000000000444e-01,6.374097250687327243e-02,6.145050505050505540e-01,3.379999999999999893e+00,1.000000000000000000e+01,8.918278808592479401e-02,7.063929076449514399e-01,2.044243042691236967e-01,6.640000000000000346e-01,1.000000000000000000e+00
4.375430335428525108e-01,8.283214830024066000e-02,5.294117647058823595e-01,6.470588235294117974e-01,5.046215447010904409e-02,5.182626262626263136e-01,3.080000000000000071e+00,1.000000000000000000e+01,2.376818169893526664e-02,3.728382439325896303e-01,6.033935743684751829e-01,8.940000000000000169e-01,1.000000000000000000e+00
3.912570300569094828e-01,1.202960552434709646e-01,4.347826086956521618e-01,7.826086956521739468e-01,2.192863163488044387e-02,5.815353535353535719e-01,3.459999999999999964e+00,1.000000000000000000e+01,1.939096292994075404e-02,6.581693025383748008e-01,3.224397345316844521e-01,6.860000000000000542e-01,1.000000000000000000e+00
4.177480172242683532e-01,1.093975255432602517e-01,3.809523809523809312e-01,5.714285714285713969e-01,2.129798108350705599e-03,6.185454545454545094e-01,4.500000000000000000e+00,1.000000000000000000e+01,7.708303354508460048e-01,1.451081972561078237e-01,8.406146729304619925e-02,7.239999999999999769e-01,1.000000000000000000e+00
3.952308805573310213e-01,1.083773967497461549e-01,3.809523809523809312e-01,6.666666666666666297e-01,2.705778796428873201e-02,6.450707070707072388e-01,4.120000000000000107e+00,1.000000000000000000e+01,6.465793622204535351e-01,2.300675089090702952e-01,1.233531288704761558e-01,7.489999999999999991e-01,1.000000000000000000e+00
3.693613771298362436e-01,1.274816219997809974e-01,3.750000000000000000e-01,8.125000000000000000e-01,3.499226634756945342e-02,6.933333333333333570e-01,3.180000000000000160e+00,1.000000000000000000e+01,3.330894420655118315e-01,1.277618718696023059e-01,5.391486860648859736e-01,6.560000000000000275e-01,1.000000000000000000e+00
4.421185029723165849e-01,6.345016317606062828e-02,4.500000000000000111e-01,4.500000000000000111e-01,8.119375809184939397e-03,5.704242424242425002e-01,4.700000000000000178e+00,1.000000000000000000e+01,9.271656032858052177e-01,5.288614324744007195e-02,1.994825346675485264e-02,8.000000000000000444e-01,1.000000000000000000e+00
3.914392708727936210e-01,1.222043815830956281e-01,4.782608695652174058e-01,8.260869565217391353e-01,4.849048839412327394e-02,5.311919191919192151e-01,3.740000000000000213e+00,1.000000000000000000e+01,4.158573636342303703e-01,4.190003269526690888e-01,1.651423094131005964e-01,7.540000000000000036e-01,1.000000000000000000e+00
